id,entrada_canonica,variantes,grafias_alternativas,tipo_de_entrada,tipo_morfologico,origem,forma_original,transliteracao,significado_nuclear,significados_contextuais,significado_literal,definicao_medica,categoria_semantica,sistema,subarea,disciplinas,produtividade,frequencia_curricular,transferibilidade,risco_de_confusao,prioridade,nivel,exemplos,termos_de_inferencia,contrastes,sinonimos,falsos_amigos,equivalente_grego,equivalente_latino,equivalente_ingles,explicacao_leiga,limites_etimologicos,fonte,confianca,status_validacao,destino_pedagogico,nota_que_cobre,gera_card,direcao_do_card,numero_de_cards,conceito_complementar,id_anki,tags,observacoes
etim-v3-cur-progressivo-regressivo,progressivo × regressivo,,,família,contrast,greco-latina ou terminologia médica moderna,,,avança × recua,,avança × recua,Progressão pode aumentar extensão ou gravidade; regressão pode ser espontânea ou terapêutica.,semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,Progressão pode aumentar extensão ou gravidade; regressão pode ser espontânea ou terapêutica.,,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-progressivo-regressivo,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-remitente-recidivante,remitente × recidivante,,,família,contrast,greco-latina ou terminologia médica moderna,,,redução × retorno,,redução × retorno,"Na forma remitente-recidivante, surtos são seguidos por melhora parcial ou completa.",semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,"Na forma remitente-recidivante, surtos são seguidos por melhora parcial ou completa.",,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-remitente-recidivante,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-fulminante,fulminante,,,conceito,morpheme_in_context,greco-latina ou terminologia médica moderna,,,rápida e grave,,rápida e grave,O termo comunica velocidade e intensidade extremas; não identifica a causa.,semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,O termo comunica velocidade e intensidade extremas; não identifica a causa.,,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-fulminante,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-filtracao-ultrafiltracao,filtração × ultrafiltração,,,família,contrast,greco-latina ou terminologia médica moderna,,,filtração × ultrafiltração,,filtração × ultrafiltração,"No glomérulo, pressão força água e pequenos solutos através da barreira de filtração.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"No glomérulo, pressão força água e pequenos solutos através da barreira de filtração.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-filtracao-ultrafiltracao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-difusao-facilitada,difusão simples × facilitada,,,família,contrast,greco-latina ou terminologia médica moderna,,,difusão simples × facilitada,,difusão simples × facilitada,Ambas seguem o gradiente e não consomem ATP diretamente; muda a necessidade de proteína.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,Ambas seguem o gradiente e não consomem ATP diretamente; muda a necessidade de proteína.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-difusao-facilitada,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-osmose,osmose,,,conceito,term_decomposition,greco-latina ou terminologia médica moderna,,,osmose,,osmose,A água desloca-se em resposta à diferença de concentração efetiva de solutos não permeantes.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,A água desloca-se em resposta à diferença de concentração efetiva de solutos não permeantes.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-osmose,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-transporte-ativo-passivo,transporte ativo × passivo,,,família,contrast,greco-latina ou terminologia médica moderna,,,transporte ativo × passivo,,transporte ativo × passivo,Ativo pode mover contra o gradiente; passivo não usa energia metabólica diretamente.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,Ativo pode mover contra o gradiente; passivo não usa energia metabólica diretamente.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-transporte-ativo-passivo,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-fagocitose-pinocitose,fagocitose × pinocitose,,,família,contrast,greco-latina ou terminologia médica moderna,,,fagocitose × pinocitose,,fagocitose × pinocitose,Fago- alude a comer; pino- a beber. Ambas são formas de endocitose.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,Fago- alude a comer; pino- a beber. Ambas são formas de endocitose.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-fagocitose-pinocitose,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-transcitose,transcitose,,,conceito,term_decomposition,greco-latina ou terminologia médica moderna,,,transcitose,,transcitose,"Combina endocitose em uma face, tráfego vesicular e exocitose na face oposta.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"Combina endocitose em uma face, tráfego vesicular e exocitose na face oposta.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-transcitose,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-ventilacao-perfusao,ventilação × perfusão,,,família,contrast,greco-latina ou terminologia médica moderna,,,ventilação × perfusão,,ventilação × perfusão,A troca gasosa eficiente exige correspondência entre alvéolos ventilados e capilares perfundidos.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,A troca gasosa eficiente exige correspondência entre alvéolos ventilados e capilares perfundidos.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-ventilacao-perfusao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-des-re-hiperpolarizacao,despolarização × repolarização × hiperpolarização,,,família,contrast,greco-latina ou terminologia médica moderna,,,despolarização × repolarização × hiperpolarização,,despolarização × repolarização × hiperpolarização,"Os termos descrevem mudança do potencial de membrana, não necessariamente excitação ou inibição por si só.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"Os termos descrevem mudança do potencial de membrana, não necessariamente excitação ou inibição por si só.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-des-re-hiperpolarizacao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-oxidacao-reducao,oxidação × redução,,,família,contrast,greco-latina ou terminologia médica moderna,,,oxidação × redução,,oxidação × redução,O agente oxidado doa elétrons; o reduzido os recebe. As reações sempre ocorrem acopladas.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,O agente oxidado doa elétrons; o reduzido os recebe. As reações sempre ocorrem acopladas.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-oxidacao-reducao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-fosforilacao-desfosforilacao,fosforilação × desfosforilação,,,família,contrast,greco-latina ou terminologia médica moderna,,,fosforilação × desfosforilação,,fosforilação × desfosforilação,"Quinases geralmente adicionam fosfato; fosfatases o retiram, alterando atividade ou localização proteica.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"Quinases geralmente adicionam fosfato; fosfatases o retiram, alterando atividade ou localização proteica.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-fosforilacao-desfosforilacao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-carboxilacao-descarboxilacao,carboxilação × descarboxilação,,,família,contrast,greco-latina ou terminologia médica moderna,,,carboxilação × descarboxilação,,carboxilação × descarboxilação,O prefixo des- marca retirada; a consequência química depende do substrato.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,O prefixo des- marca retirada; a consequência química depende do substrato.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-carboxilacao-descarboxilacao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-transaminacao-desaminacao,transaminação × desaminação,,,família,contrast,greco-latina ou terminologia médica moderna,,,transaminação × desaminação,,transaminação × desaminação,Transaminases movem nitrogênio entre moléculas; desaminação pode liberar amônia.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,Transaminases movem nitrogênio entre moléculas; desaminação pode liberar amônia.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-transaminacao-desaminacao,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-glicolise-gliconeogenese,glicólise × gliconeogênese,,,família,contrast,greco-latina ou terminologia médica moderna,,,glicólise × gliconeogênese,,glicólise × gliconeogênese,"Glico- indica açúcar; lise, quebra; neo-gênese, nova formação a partir de precursores.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"Glico- indica açúcar; lise, quebra; neo-gênese, nova formação a partir de precursores.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-glicolise-gliconeogenese,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-glicogenese-glicogenolise,glicogênese × glicogenólise,,,família,contrast,greco-latina ou terminologia médica moderna,,,glicogênese × glicogenólise,,glicogênese × glicogenólise,"Não confundir glicogênio, reserva polimérica, com glicose, monossacarídeo circulante.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"Não confundir glicogênio, reserva polimérica, com glicose, monossacarídeo circulante.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-glicogenese-glicogenolise,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-lipogenese-lipolise,lipogênese × lipólise,,,família,contrast,greco-latina ou terminologia médica moderna,,,lipogênese × lipólise,,lipogênese × lipólise,Lipo- indica gordura; -gênese forma; -lise quebra. O contexto define quais lipídios e vias.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,Lipo- indica gordura; -gênese forma; -lise quebra. O contexto define quais lipídios e vias.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-lipogenese-lipolise,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-cetogenese-cetolise,cetogênese × cetólise,,,família,contrast,greco-latina ou terminologia médica moderna,,,cetogênese × cetólise,,cetogênese × cetólise,O fígado produz corpos cetônicos; tecidos extra-hepáticos podem oxidá-los como combustível.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,O fígado produz corpos cetônicos; tecidos extra-hepáticos podem oxidá-los como combustível.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-cetogenese-cetolise,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-homeostase-alostase,homeostase × alostase,,,família,contrast,greco-latina ou terminologia médica moderna,,,homeostase × alostase,,homeostase × alostase,"Homeostase defende faixas internas; alostase ajusta respostas e, às vezes, os pontos de operação.",fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,"Homeostase defende faixas internas; alostase ajusta respostas e, às vezes, os pontos de operação.",,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-homeostase-alostase,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-angiogenese-vasculogenese,angiogênese × vasculogênese,,,família,contrast,greco-latina ou terminologia médica moderna,,,angiogênese × vasculogênese,,angiogênese × vasculogênese,Angioblastos participam da vasculogênese embrionária; angiogênese remodela redes já formadas.,fisiologia,transversal,,fisiologia,2,2,2,2,18,nucleo,Angioblastos participam da vasculogênese embrionária; angiogênese remodela redes já formadas.,,,,,,,,,,NCBI StatPearls Physiology/Homeostasis NBK559138,alta,curadoria_v3,card_proprio,etim-v3-cur-angiogenese-vasculogenese,sim,reconhecimento,1,,,terminologia::disciplina::fisiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-inflamacao-infeccao,inflamação × infecção,,,família,contrast,greco-latina ou terminologia médica moderna,,,inflamação × infecção,,inflamação × infecção,"Infecção pode causar inflamação, mas trauma, autoimunidade e cristais também inflamam sem microrganismos.",patologia,transversal,,patologia,2,2,2,2,18,nucleo,"Infecção pode causar inflamação, mas trauma, autoimunidade e cristais também inflamam sem microrganismos.",,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-inflamacao-infeccao,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-colonizacao-infeccao,colonização × infecção,,,família,contrast,greco-latina ou terminologia médica moderna,,,colonização × infecção,,colonização × infecção,Uma cultura positiva pode representar colonização; sintomas e contexto ajudam a identificar infecção.,patologia,transversal,,patologia,2,2,2,2,18,nucleo,Uma cultura positiva pode representar colonização; sintomas e contexto ajudam a identificar infecção.,,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-colonizacao-infeccao,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-exsudato-transudato,exsudato × transudato,,,família,contrast,greco-latina ou terminologia médica moderna,,,exsudato × transudato,,exsudato × transudato,Exsudato costuma ter mais proteínas e células; transudato é relativamente pobre em ambos.,patologia,transversal,,patologia,2,2,2,2,18,nucleo,Exsudato costuma ter mais proteínas e células; transudato é relativamente pobre em ambos.,,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-exsudato-transudato,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-obstrucao-oclusao,obstrução × oclusão,,,família,contrast,greco-latina ou terminologia médica moderna,,,obstrução × oclusão,,obstrução × oclusão,"Obstrução pode ser parcial; oclusão sugere fechamento completo, embora o uso clínico varie.",patologia,transversal,,patologia,2,2,2,2,18,nucleo,"Obstrução pode ser parcial; oclusão sugere fechamento completo, embora o uso clínico varie.",,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-obstrucao-oclusao,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-erosao-ulcera,erosão × úlcera,,,família,contrast,greco-latina ou terminologia médica moderna,,,erosão × úlcera,,erosão × úlcera,"Na mucosa gastrointestinal, úlcera ultrapassa a muscular da mucosa; erosão não.",patologia,transversal,,patologia,2,2,2,2,18,nucleo,"Na mucosa gastrointestinal, úlcera ultrapassa a muscular da mucosa; erosão não.",,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-erosao-ulcera,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-abscesso-fistula,abscesso × fístula,,,família,contrast,greco-latina ou terminologia médica moderna,,,abscesso × fístula,,abscesso × fístula,"Um abscesso pode drenar e formar fístula, mas os conceitos não são sinônimos.",patologia,transversal,,patologia,2,2,2,2,18,nucleo,"Um abscesso pode drenar e formar fístula, mas os conceitos não são sinônimos.",,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-abscesso-fistula,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-hiperplasia-neoplasia,hiperplasia × neoplasia,,,família,contrast,greco-latina ou terminologia médica moderna,,,hiperplasia × neoplasia,,hiperplasia × neoplasia,Ambas aumentam células; a diferença central é dependência ou autonomia dos sinais de crescimento.,patologia,transversal,,patologia,2,2,2,2,18,nucleo,Ambas aumentam células; a diferença central é dependência ou autonomia dos sinais de crescimento.,,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-hiperplasia-neoplasia,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-metaplasia-displasia-anaplasia,metaplasia × displasia × anaplasia,,,família,contrast,greco-latina ou terminologia médica moderna,,,metaplasia × displasia × anaplasia,,metaplasia × displasia × anaplasia,"A sequência não é obrigatória. Os termos descrevem alterações diferentes, embora possam coexistir na carcinogênese.",patologia,transversal,,patologia,2,2,2,2,18,nucleo,"A sequência não é obrigatória. Os termos descrevem alterações diferentes, embora possam coexistir na carcinogênese.",,,,,,,,,,"NLM MeSH e NCBI Bookshelf, terminologia patológica",alta,curadoria_v3,card_proprio,etim-v3-cur-metaplasia-displasia-anaplasia,sim,reconhecimento,1,,,terminologia::disciplina::patologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-afasia-disartria,afasia × disartria,,,família,contrast,greco-latina ou terminologia médica moderna,,,afasia × disartria,,afasia × disartria,"Na disartria, a formulação linguística pode estar preservada, mas a fala fica pouco inteligível.",semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,"Na disartria, a formulação linguística pode estar preservada, mas a fala fica pouco inteligível.",,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-afasia-disartria,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-nausea-vomito-regurgitacao,náusea × vômito × regurgitação,,,família,contrast,greco-latina ou terminologia médica moderna,,,náusea × vômito × regurgitação,,náusea × vômito × regurgitação,Regurgitação não exige contrações abdominais vigorosas; vômito envolve reflexo motor coordenado.,semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,Regurgitação não exige contrações abdominais vigorosas; vômito envolve reflexo motor coordenado.,,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-nausea-vomito-regurgitacao,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-trepopneia,trepopneia,,,conceito,term_decomposition,greco-latina ou terminologia médica moderna,,,trepopneia,,trepopneia,É dispneia que piora em um lado e melhora no outro; trepo- alude a virar.,semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,É dispneia que piora em um lado e melhora no outro; trepo- alude a virar.,,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-trepopneia,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-anosmia-hiposmia-hiperosmia,anosmia × hiposmia × hiperosmia,,,família,contrast,greco-latina ou terminologia médica moderna,,,anosmia × hiposmia × hiperosmia,,anosmia × hiposmia × hiperosmia,"-osmia refere-se ao olfato; os prefixos graduam ausência, redução ou aumento.",semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,"-osmia refere-se ao olfato; os prefixos graduam ausência, redução ou aumento.",,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-anosmia-hiposmia-hiperosmia,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-anorexia-hiporexia-hiperorexia,anorexia × hiporexia × hiperorexia,,,família,contrast,greco-latina ou terminologia médica moderna,,,anorexia × hiporexia × hiperorexia,,anorexia × hiporexia × hiperorexia,-orexia significa apetite; anorexia como sintoma não é sinônimo de anorexia nervosa.,semiologia,transversal,,semiologia,2,2,2,2,18,nucleo,-orexia significa apetite; anorexia como sintoma não é sinônimo de anorexia nervosa.,,,,,,,,,,"NCBI Clinical Methods e StatPearls, semiologia",alta,curadoria_v3,card_proprio,etim-v3-cur-anorexia-hiporexia-hiperorexia,sim,reconhecimento,1,,,terminologia::disciplina::semiologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-afinidade-eficacia,afinidade × eficácia,,,família,contrast,greco-latina ou terminologia médica moderna,,,afinidade × eficácia,,afinidade × eficácia,Um antagonista pode ter alta afinidade e eficácia intrínseca nula.,farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,Um antagonista pode ter alta afinidade e eficácia intrínseca nula.,,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-afinidade-eficacia,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-agonistas,agonista total × parcial × inverso,,,família,contrast,greco-latina ou terminologia médica moderna,,,agonista total × parcial × inverso,,agonista total × parcial × inverso,O agonista parcial pode antagonizar o total ao competir pelos mesmos receptores.,farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,O agonista parcial pode antagonizar o total ao competir pelos mesmos receptores.,,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-agonistas,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-antagonistas,antagonista competitivo × não competitivo,,,família,contrast,greco-latina ou terminologia médica moderna,,,antagonista competitivo × não competitivo,,antagonista competitivo × não competitivo,Mais agonista pode superar competição reversível; não restaura Emax diante de antagonismo não competitivo efetivo.,farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,Mais agonista pode superar competição reversível; não restaura Emax diante de antagonismo não competitivo efetivo.,,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-antagonistas,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-tolerancia-taquifilaxia,tolerância × taquifilaxia,,,família,contrast,greco-latina ou terminologia médica moderna,,,tolerância × taquifilaxia,,tolerância × taquifilaxia,Ambas reduzem resposta com repetição; a diferença útil é a velocidade de instalação.,farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,Ambas reduzem resposta com repetição; a diferença útil é a velocidade de instalação.,,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-tolerancia-taquifilaxia,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-dependencia-abstinencia,dependência × abstinência,,,família,contrast,greco-latina ou terminologia médica moderna,,,dependência × abstinência,,dependência × abstinência,Dependência fisiológica não equivale necessariamente a transtorno por uso de substância.,farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,Dependência fisiológica não equivale necessariamente a transtorno por uso de substância.,,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-dependencia-abstinencia,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-efeito-adverso-toxicidade,efeito adverso × toxicidade,,,família,contrast,greco-latina ou terminologia médica moderna,,,efeito adverso × toxicidade,,efeito adverso × toxicidade,"A fronteira depende de dose, suscetibilidade e contexto; efeito adverso não exige superdose.",farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,"A fronteira depende de dose, suscetibilidade e contexto; efeito adverso não exige superdose.",,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-efeito-adverso-toxicidade,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-contraindicacao,contraindicação,,,conceito,term_decomposition,greco-latina ou terminologia médica moderna,,,contraindicação,,contraindicação,"Pode ser absoluta ou relativa; descreve decisão de uso, não um efeito produzido pelo fármaco.",farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,"Pode ser absoluta ou relativa; descreve decisão de uso, não um efeito produzido pelo fármaco.",,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-contraindicacao,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
etim-v3-cur-clearance-meia-vida,clearance × meia-vida,,,família,contrast,greco-latina ou terminologia médica moderna,,,clearance × meia-vida,,clearance × meia-vida,A meia-vida depende do volume de distribuição e do clearance; não são medidas equivalentes.,farmacologia,transversal,,farmacologia,2,2,2,2,18,nucleo,A meia-vida depende do volume de distribuição e do clearance; não são medidas equivalentes.,,,,,,,,,,NCBI Nursing Pharmacology NBK595006 e Pharmacodynamics NBK507791,alta,curadoria_v3,card_proprio,etim-v3-cur-clearance-meia-vida,sim,reconhecimento,1,,,terminologia::disciplina::farmacologia,"Expansão curricular v3 orientada por lacuna, confusão e baixa exposição."
